time,open,high,low,close,CVD (Ouverture),CVD (Haut,CVD (Bas),CVD (Fermer)
2025-07-11T13:00:00+01:00,688.3,689.85,687.5,689.7,NaN,NaN,NaN,NaN
2025-07-11T14:00:00+01:00,689.71,691.38,688.41,690.81,NaN,NaN,NaN,NaN
2025-07-11T15:00:00+01:00,690.81,694.26,689.76,692.18,NaN,NaN,NaN,NaN
2025-07-11T16:00:00+01:00,692.17,693.11,686.18,687.26,NaN,NaN,NaN,NaN
2025-07-11T17:00:00+01:00,687.26,694,686.1,693.99,NaN,NaN,NaN,NaN
2025-07-11T18:00:00+01:00,694,696.4,693.31,695.56,NaN,NaN,NaN,NaN
2025-07-11T19:00:00+01:00,695.56,697.24,694.9,695.89,NaN,NaN,NaN,NaN
2025-07-11T20:00:00+01:00,695.89,695.97,692.78,694,NaN,NaN,NaN,NaN
2025-07-11T21:00:00+01:00,694,694.18,691.03,691.28,NaN,NaN,NaN,NaN
2025-07-11T22:00:00+01:00,691.28,692.2,686.92,688.8,NaN,NaN,NaN,NaN
2025-07-11T23:00:00+01:00,688.8,689.52,682.83,686.21,NaN,NaN,NaN,NaN
2025-07-12T00:00:00+01:00,686.21,690,686.09,689.99,NaN,NaN,NaN,NaN
2025-07-12T01:00:00+01:00,689.98,692.04,688.06,691.63,0,NaN,NaN,NaN
2025-07-12T02:00:00+01:00,691.64,694.98,691.64,693.78,NaN,NaN,NaN,NaN
2025-07-12T03:00:00+01:00,693.78,694.77,692.75,692.98,NaN,NaN,NaN,NaN
2025-07-12T04:00:00+01:00,692.98,695.33,692.98,695.28,NaN,NaN,NaN,NaN
2025-07-12T05:00:00+01:00,695.29,697,691.55,692.06,NaN,NaN,NaN,NaN
2025-07-12T06:00:00+01:00,692.05,692.67,690.14,692.23,NaN,NaN,NaN,NaN
2025-07-12T07:00:00+01:00,692.24,694.8,691.18,693.86,NaN,NaN,NaN,NaN
2025-07-12T08:00:00+01:00,693.87,694.47,691.22,694.22,NaN,NaN,NaN,NaN
2025-07-12T09:00:00+01:00,694.22,694.45,690.37,691.93,NaN,NaN,NaN,NaN
2025-07-12T10:00:00+01:00,691.94,693.97,691.4,693.9,NaN,NaN,NaN,NaN
2025-07-12T11:00:00+01:00,693.89,694.17,693.16,693.89,NaN,NaN,NaN,NaN
