time,open,high,low,close,CVD (Ouverture),CVD (Haut,CVD (Bas),CVD (Fermer)
2025-07-24T13:00:00+01:00,3655.12,3659.89,3619.4,3642.65,NaN,NaN,NaN,NaN
2025-07-24T14:00:00+01:00,3642.64,3656,3627.01,3629.93,NaN,NaN,NaN,NaN
2025-07-24T15:00:00+01:00,3629.93,3737.5,3612.96,3734.44,NaN,NaN,NaN,NaN
2025-07-24T16:00:00+01:00,3734.45,3771,3708.5,3730.76,NaN,NaN,NaN,NaN
2025-07-24T17:00:00+01:00,3730.77,3732.39,3666.74,3686.69,NaN,NaN,NaN,NaN
2025-07-24T18:00:00+01:00,3686.69,3734.27,3682.5,3724.7,NaN,NaN,NaN,NaN
2025-07-24T19:00:00+01:00,3724.69,3750,3711.83,3740.8,NaN,NaN,NaN,NaN
2025-07-24T20:00:00+01:00,3740.81,3754.17,3720,3732.79,NaN,NaN,NaN,NaN
2025-07-24T21:00:00+01:00,3732.77,3743.44,3722.28,3735.44,NaN,NaN,NaN,NaN
2025-07-24T22:00:00+01:00,3735.44,3742.92,3710.01,3725.78,NaN,NaN,NaN,NaN
2025-07-24T23:00:00+01:00,3725.78,3735.07,3701.21,3724.27,NaN,NaN,NaN,NaN
2025-07-25T00:00:00+01:00,3724.28,3724.28,3695.32,3706.94,NaN,NaN,NaN,NaN
2025-07-25T01:00:00+01:00,3706.95,3708.21,3646.5,3659.4,0,NaN,NaN,NaN
2025-07-25T02:00:00+01:00,3659.4,3691.21,3641.98,3683.27,NaN,NaN,NaN,NaN
2025-07-25T03:00:00+01:00,3683.28,3691.3,3615.97,3615.97,NaN,NaN,NaN,NaN
2025-07-25T04:00:00+01:00,3615.98,3633.57,3573.76,3596,NaN,NaN,NaN,NaN
2025-07-25T05:00:00+01:00,3596.01,3651.55,3580,3648.6,NaN,NaN,NaN,NaN
2025-07-25T06:00:00+01:00,3648.59,3650.01,3610.81,3633.41,NaN,NaN,NaN,NaN
2025-07-25T07:00:00+01:00,3633.41,3643.78,3611.35,3631.61,NaN,NaN,NaN,NaN
2025-07-25T08:00:00+01:00,3631.61,3667.59,3599.44,3631.67,NaN,NaN,NaN,NaN
2025-07-25T09:00:00+01:00,3631.67,3678,3629.1,3664.82,NaN,NaN,NaN,NaN
2025-07-25T10:00:00+01:00,3664.83,3732.69,3650,3726.08,NaN,NaN,NaN,NaN
2025-07-25T11:00:00+01:00,3726.09,3747,3705.34,3718.89,NaN,NaN,NaN,NaN
2025-07-25T12:00:00+01:00,3718.89,3744,3715.45,3721.37,NaN,NaN,NaN,NaN
2025-07-25T13:00:00+01:00,3721.37,3735,3694.03,3704.45,NaN,NaN,NaN,NaN
2025-07-25T14:00:00+01:00,3704.45,3719.94,3676.33,3706.03,NaN,NaN,NaN,NaN
2025-07-25T15:00:00+01:00,3706.03,3708.83,3620.93,3629.23,NaN,NaN,NaN,NaN
2025-07-25T16:00:00+01:00,3629.23,3647.66,3601.56,3634.2,NaN,NaN,NaN,NaN
2025-07-25T17:00:00+01:00,3634.21,3645.69,3615,3640.78,NaN,NaN,NaN,NaN
2025-07-25T18:00:00+01:00,3640.77,3652.86,3621.39,3636.48,NaN,NaN,NaN,NaN
2025-07-25T19:00:00+01:00,3636.47,3658.52,3635.53,3650.25,NaN,NaN,NaN,NaN
2025-07-25T20:00:00+01:00,3650.25,3659.75,3641.04,3641.14,NaN,NaN,NaN,NaN
2025-07-25T21:00:00+01:00,3641.15,3697.4,3639.5,3685.12,NaN,NaN,NaN,NaN
2025-07-25T22:00:00+01:00,3685.13,3726.7,3685.13,3719.81,NaN,NaN,NaN,NaN
2025-07-25T23:00:00+01:00,3719.81,3730,3715.2,3720.07,NaN,NaN,NaN,NaN
2025-07-26T00:00:00+01:00,3720.06,3729.92,3708.85,3724.96,NaN,NaN,NaN,NaN
2025-07-26T01:00:00+01:00,3724.97,3728.06,3711.27,3725.51,0,NaN,NaN,NaN
